PA/gchi+	Very
nnangshkaa	unsteady
nniizaanaabminaagot	precarious
nniizaanendaagot	perilous
nniizaannaagot	menacing
nniizaansin	unstable
nokiimgat	operate
noodin	blustery
noogbide	halted
noogshkaa	ceased
nookaa	plush
nookaagnagaa	powdery
nookde	delicate
nookiigat	velvety
nookjiiyaa	malleable
nooknaagot	supple
nooktagat	pliable
nookwegat	velvety
nookwewebde	silent
noondese	lacking
noongbide	paused
npaajbide	misdirected
nsaabaawe	moist
nsaabkise	activated
nsaaknigaade	accessible
nsaakse	unlocked
nsaaksin	ajar
nsaakwaasin	gusted
nsaanat	isolated
nsastaagot	distinct
nshanaadat	disintegrated
nshanaadkamgat	degraded
nshikewte	empty
nshiwnaadendaagot	spoiled
nsidwaabminaagot	visible
nsidwendaagot	known
nsitaagot	distinct
nso-bboon'gat	triennial
Nso-giizhgat	Midweek
nsognagat	ternary
nsoobgat	trilobed
nsoode	constrained
nswewaan'gat	triadic
ntaawgin	ripened
ntamsin	primary
gnwaabiigat	elongated
nwaade	famed
nwaatin	serene
nwadde	ignited
nwadkone	aflame
nwegat	lengthy
nwiindmaa	profound
nzigaade	scalded
nzikaa	sourced
oodenaawan	borough
pabgaa	narrow
pabgiigat	gauzy
pagndaate	sunny
pangbiisaa	drizzle
pangbiisaan	drizzle
pangnjibde	arrived
pasaande	bruised
paswewe	echo
pide	steered
piichaa	remote
piichgin	sprouted
piichyaa	distant
piisnaagot	timely
piitaa	lofty
piitaagnagaa	buried
piitaate	scorching
piitde	seared
piitnigot	hefty
piitzikaa	bulky
pisaa	stained
pogot	savory
sagtakse	entwined
shagsin	crumbled
shawebde	aslant
shawejiise	capsized
shawejiisin	sideling
shaweshkaa	slanted
shawesin	prostrate
shibaawaa	pierced
shidaakpide	anchored
shigshkaa	fractured
shigsin	shattered
shinaadat	wrecked
shinaadendaagot	annihilated
shka'iiwan	renewed
shki'aawan	renewed
shkigin	sprouted
shkinaagot	unworn
shkose	spare
shkwaa-aabdat	obsolete
shkwaa-kiiwan	terminal
shkwaa-nakiikmigat	finished
shkwaakmigat	concluded
shoodaaksin	aligned
shpaa	elevated
shpaagnagaa	snowy
shpadnaa	crested
shpagnde	exorbitant
shpakmigaa	elevated
shpashkaa	lofty
shpijiisin	mounded
shpimsagkaade	upper
shpisin	stacked
sigban'gamde	bubbling
sin'kikaa	stony
siniikaa	rocky
skate	deplete
skigmide	evaporate
skisin	insert
spobjigaade	closed
spogin	heal
spokmigse	collapse
spwegaabkisin	dented
swe'oondim	distribute
swebde	scatter
swegin	expand
swekaa	spread
swese	splash
sweshkaa	disperse
tasenwan	halloween
te	exist
tibaakse	entangle
waabaabkaa	pale
waabaabkide	whiten
waabaakot	grayish
waabaande	pale
waabaate	fade
waaban	dawn
waabde	ripe
waabgan'igaade	casted
waabjiiyaa	pale
waabmin'gat	pale
waabnaagot	pale
waabshkaa	gray
waabshkaabkat	white
waabshkaagmi	white
waabshkaagnesin	sprinkled
waabshkat	gray
waagaa	bent
waagbide	arc
waaggin	crooked
waagnaagot	twisted
waagshkaa	bent
waagshkoode	sagging
waandoosbiisin	puddles
waanjiinat	plentiful
waannibde	circle
waasaabkide	sparkle
waasbakwede	reflective
waasete	bright
waaseyaa	daylight
waaseyaagmi	clear
waasheyaagmi	translucent
waaskode	shiny
waaskone	lit
waaskonese	flash
waasnoode	aurora
waaswat	distant
waaswendaagot	far
waawnaatese	funny
waawndoosbiisin	puddles
waawninaagot	cute
waawyeyaa	round
wan	foggy
wanbiisaa	misty
wanbiisaan	misty
webaasin	disperse
webiichgediikmigat	race
webkamgat	start
wenpanat	easy
weshoowsin	ready
wewebaasin	flap
wewiibendaagot	urgent
wibaa	echoing
wiibte	small
wiigendaagot	loss
wiikse	jerk
wiikwaaboode	drift
wiikwaasin	blown
wiikwebiiyaa	bay
wiikwegmaa	bay
wiikweyaa	bay
wiikweyaakwaa	curved
wiimbnakat	hollow
wiimbwewe	echoing
wiinaabiigat	dirty
wiinaagmi	contaminated
wiinat	dirty
wiinjiishkwigaa	muddy
wiinnaagot	filthy
wiinsagaa	dirty
wiintaagot	obscene
wiintaan	offensive
wiisgaagmi	bitter
wiisgan	bitter
wiisgimaagot	smelly
wiisgipgot	bitter
wiishkbaagmi	sweet
wiishkban	sweet
wiishkbipgot	sweet
wiishkbiziiwpogot	mixed
wiishktemaagot	smoky
wiisniikmigat	eating
wiiyaaswan	meaty
Wjibwesin	Indigenous
wmbaabiignigaade	hoisted
wmbaabte	billowed
wmbaasin	billowed
wmbibde	ascend
wmbiigwewe	clamor
wmbiigwewebde	loud
wmbishkaa	rise
wndaabte	fume
wndaanmat	gust
wndagoode	descend
wnde	simmer
wnibde	misplace
wnishin	apt
wnjibde	origin
wnjigaa	seep
wnjijwan	stream
wnjikaamgat	filthy
wzhibii'gaade	written
wzhichgaade	arranged
wzhiitaawsin	ready
yaa	exist
yekwaamat	terminate
yekwaawaabiisin	terminate
zaagaabgonii	bloom
zaagaabiigkone	ignite
zaagaabiisin	protrude
zaagaabte	smoke
zaagaaksin	protrude
zaagaagnesin	emerge
zaagaate	brighten
zaagbagii	leaf
zaagbakwesin	visible
zaagdaabiise	emerge
zaagdaabiisin	emerge
zaagdaabte	exit
zaagdaashkaa	exit
zaagdowse	discharge
zaagewebde	appear
zaagewegoode	drop
zaageyaaboode	float
zaageyaatese	broadcast
zaaggwiinde	submerge
zaagjibde	propel
zaagjiishkwesin	emerge
zaagjiisin	protrude
zaagkamgisin	sprout
zaagkii	sprout
zaamaabde	overripe
zaamaabkide	overheat
zaamaagmide	scalding
zaamaate	sweltering
zaamshkine	overflow
zaatesin	spoil
zaawaa	tawny
zaawaabgonii	bud
zaawaande	tint
zaawaanzhe	yellow
zaawaate	tan
zaaziibweweshkaa	squeak
zebwe	deflate
zebwejiisin	deflate
zegaatese	terrify
zegnaagot	menacing
zegtaagot	spooky
zegwewe	eerie
zewaabiisin	dangle
zgaabii	connect
zgise	brush
zgisin	touch
zhaabbide	navigate
zhaabbii	permeate
zhaabwaabaawe	permeate
zhaabwaakde	scorch
zhaabwaate	translucent
zhaabwaazhgaa	flow
zhaabwegaasin	ventilate
zhaamgat	travel
zhaashaa	slippery
zhaashaabiigat	slippery
zhaashaabkat	slippery
zhaashaabkise	slip
zhaashaabkisin	slip
zhaashaabwaabaawe	drenched
zhaashaakot	slippery
zhaashaakse	slide
zhaashaaksin	slide
zhaashdama	slippery
zhaashmin'gat	slippery
zhaawno'on	southwind
zhaawshkomnagat	verdant
zhaawshkwaa	verdant
zhaawshkwaande	color
zhaawshkwaanzhe	green
zhaawshkwaanzhese	signal
zhashkiiwmin'gat	dirty
zhashkiiyaabiigat	muddy
zhashweyaa	square
zhazhweyaa	square
zhebde	reverse
zhegsin	blunt
zhegwaa	dull
zheyaaksin	open
zhgakmigaa	hollow
zhi'oomgat	form
zhi-bmibde	pass
zhi-yaa	problem
zhibii'gaade	written
zhichgaade	arranged
zhigin	grow
zhiibaabde	traverse
zhiibaabiiyaa	channel
zhiibaajwan	flow
zhiibaase	illuminate
zhiibaawaa	tunnel
zhiibaawaanmat	drafty
zhiibeyaa	barren
zhiibskaasjigaade	??
zhiinat	abundant
zhiingat	annoying
zhiingoobnemgat	inherit
zhiitaawsin	prepared
zhiiwtaagnagaa	frost
zhiiwtaagnipgwat	salty
zhijiiyaa	shaped
zhijwan	directional
zhikde	cut
Zhimaagnishii-giizhgat	Memorial
zhimaagot	odorous
zhin'kaade	named
zhinaagot	appear
zhinoo'gemgat	point
zhise	navigate
zhisin	positioned
zhitgweyaa	run
zhiwebat	occur
zhkakmigaa	damp
zhkashkwaa	damp
zhki-giizhgat	humid
zhkiigat	damp
zhkipo	wet
zhkisgat	damp
zhngiwaabkise	rattle
zhnikaade	named
zhoobaagaasin	sway
zhoobaagat	curved
zhoobaagse	bend
zhoobshkaa	bent
zhooshkamgaa	slippery
zhooshkbide	eject
zhooshkboode	slide
zhooshkdamat	slippery
zhooshkdinaa	slippery
zhooshkjiishkweyaa	slippery
zhooshkjiishkwigaa	slippery
zhooshkwaa	slippery
zhooshkwaabiigat	smooth
zhooshkwaabkat	smooth
zhooshkwaagnagaa	smooth
zhooshkwaakot	slippery
zhweyaaksin	lean
zhyaawebde	straight
zhyaawegat	straight
zhyaawekmigaa	level
zhyaawemo	straight
ziibweweshkaa	squeak
ziigaa	wrinkle
ziigaasin	gush
ziigbii	overflow
ziigbiisaa	pour
ziigiigshkaa	wrinkled
ziigmin'gaa	wrinkled
ziigse	spill
ziigwebse	spill
ziindaakshkine	wedged
ziindaaksin	squeezed
ziinde	sizzle
ziingbakweyaa	peaked
ziingmat	corner
ziingmat	corner
ziitaagnipgot	salty
ziitaagniwan	salty
ziiwaagmi	sour
ziiwan	sour
ziiwmaagot	sour
ziiwpogot	sour
ziiwsin	sour
zkaabiignigaade	plugged
zkaabiisin	plugged
zkide	blaze
znagat	difficult
znagnikaade	complex
znagtaagot	difficult
znga'oode	dangle
zoogpo	snowing
zoongan	sturdy
zoonggwaade	secure
zoongkisin	steady
zoongnaagot	strong
zoongsin	firm
Zoozep-giizhgat	Midweek
zzagaa	dense
baashksin	break
gbaakwaasin	slam
beshwinaagot	near
wiinjiishkogaa	muddy
bengwaasin	dry
maanaajjiiyaa	deformed
giizhoowaa	warm
niizhwegat	pair
giizhgin	mature
zgimekaa	infested
bgaskjiisin	smack
niizhwewaan'gat	bifurcate
piitaabkide	hot
piitaagmide	hot
piitaagmi	potent
piitendaagot	valued
dtibse	rotate
shka'iinaagot	fresh
gete'iinaagot	aged
giishpnajgaade	bought
shkwaa-naawkwe	afternoon
zhaabwiimgat	endure
bgonegnaanjgaade	perforated
bgonegdigweshkaa	worn
bi-dgoshnoomgat	occur
biijgaade	delivered
aabtawgaamiwan	midwater
aadaabkaa	crevice
aazhbikkokaa	cliffs
beshaabiigmo	streak
bi-yaamgat	arriving
biidaaban	dawn
biidaasin	sailing
biindaabkiwebnigaade	baking
biiwan	minuscule
bkodnaa	hilly
bkwaabkaa	cliffside
bmama	alongside
bmibiisaa	storming
booksin	shattered
dbikaa	nighttime
debsemgat	eventuate
debshkine	fit
desaabkaa	ledge
dgomgat	indigenous
dite	ripe
dkaagmisin	cooling
dswewaan'gat	varied
gaakiishkaa	rectangular
gaasdema	narrow
gaasin	tiny
gba'igaade	sealed
gbaakw'igaade	sealed
giinaamgat	sharp
giikiishkaa	rectangular
giikiishkaabkat	metallic
giizhbagaa	budding
gjindaawaakwigaade	embedded
gnaajwaabminaagot	attractive
gnabaasin	capsized
gnzaabiimgat	sunk
gshkawan	foggy
gsinaamgat	chilly
gwekjiwan	redirect
gwisemgat	toppled
gzhaatemgat	sweltering
gzhaawngide	scorching
gzhidemgat	stuffy
kose	lengthy
kwashkaa	ashore
maadse	commence
maajiimgat	palpitating
maajiishkaamgat	founded
mchaamgat	enlarged
mdaasgon'gat	decadal
menookmik	springtime
miigaadim	warfare
miikkamgat	festive
miin'kaa	blueberries
mskomnikaa	raspberries
dewmin'kaa	strawberries
bmaadziimgat	alive
niiskat	bothersome
maanaadaande	drab
zegaande	ghastly
zegpogot	nasty
maanaaji-zhiwebat	stormy
mnidoons'kaa	infested
mnwaakde	flaming
aandaande	transform
wenpan'ginde	affordable
jiishaagnegaade	snow-free
jiishaagnegaade	snow-free
dkiigat	chilled
dkaasin	brisk
mnwaande	vibrant
ekwaase	concluded
shkwaase	ended
baapzhinaagot	humorous
ginde	significant
zegendaagot	hazardous
dbikte	obscure
mshagiishkbikat	pitch-dark
dbikaande	darkened
gnwiindgwaanh	profound
kwiindgwaanh	depth
mmiizniboode	ornate
aabdaangde	cluttered
aaboodaangde	messy
aabshkaa	unraveled
aadaaboode	entangled
aadsemgat	snagged
aakwaakdade	brittle
giibaadaatese	foolish
aanmaatese	blinding
aaswaakse	collapsed
bgoneshkoode	punctured
aatebgaa	faded
aatebiisin	stale
aawaatese	flicker
baabiiyeyaasin	drift
baabkide	heated
baagmidemgad	warm
baakaan’kot	clearing
baaksin	exposed
baapaagwaa	shallow
baapaashkjiide	sizzle
baapaashkaakdin	creak
baapaashkwewe	crackling
baashkaakdin	splinter
baashkaakji	splinter
baashkjiiyaasin	burst
baataa-gwaagon	seized
baataagnat	seized
bbaagmaanmat	gusts
bdakaabte	ascending
bdangmo	curving
bdangshkaa	bent
bejgamde	simmer
bgamaan’kot	gathering
bgamshkaamgat	enacted
bgaskaaksemgat	smack
bgaskjiisin	splat
biidaakgwiinde	drifting
biidwewesin	tinkling
biigde	ignite
biigwegshkaa	shredded
biikdaawngaa	mound
biimskogin	circular
biimskomat	circuitous
biimskomat	circuitous
biindaagnikaade	pocketed
biindgebiiyaa	inlet
biindgeyaanmat	inflowing
biindgeyaasin	sailing
biindnaknigaade	tucked
biinjgin	ingrown
biinsaa	bland
biinsaagmi	tasteless
biipiigdamo	uneven
biipiigwaasin	shredded
biisbewaasin	scattered
biisbiigaade	minuscule
biisbiigaade	minuscule
biisdaawngaa	fine
biitooshkaa	stratified
biizgiikshkaa	wrinkled
biizgikaa	wrinkled
bkidaabiiggoode	dangling
bkijgoode	dangling
bkijiigsin	atop
bkijsin	overlying
bkodaakshkaa	detached
bkoskaa	detached
bmaabte	wafted
bmaakgwiinde	adrift
bmidaakgwiinde	adrift
bmidaakgwinde	adrift
bmidaakse	swinging
bnaabgonii	withered
bnaadaakde	charred
bngishwaanmat	westerly
booknakse	snapped
booksin	snapped
boon’kiibde	plummet
boonwewesin	silent
booskaawaa	hollow
booskakmigaa	hollow
booskamgaa	hollow
bshagiishkaan’kot	ominous
boozaan’kot	ominous
boozbii	swamped
bshagiishkbikaawaa	abyss
bshagiishkaawaa	abyss
bshigiishkaan’kot	ominous
bshigiishkaawaa	abyss
bshiingwebjigaade	retracted
bsiigwaa	bitter
bsiigwaagmi	bitter
bsiigwaagmi	flat
bsiigwaagnagaa	crisp
bskaanzhese	flash
bskanese	ignite
bskiigse	folded
bwaashjigaade	winnowed
bwaasjigaade	winnowed
bwenaamsin	condensed
bwesjigaade	winnowed
daashkgide	split
dbasgin	low-lying
ddibaaksin	coiled
ddibaakwegnigaade	rolled
dditbijiiyaasin	tumbled
debaaskone	glimmering
debbii	contained
debshkinemgat	contained
desaangeyaa	wide-brimmed
dewdin	frosted
dgwaabminaagot	camouflaged
dgwaande	merge
dkaabkisin	chill
dkaagmisin	cool
dkambide	traverse
dkamma	cross
dkigweweyaanmat	piercing
dkijiiyaanmat	nippy
dnaatese	telecast
dnwewesin	broadcast
dootoobaa	marshy
dootoobjiishkwigaa	spongy
dootooskgamde	simmer
dpiimgat	deep
dpishkoode	rupture
dpidyeshkaamgat	worn
dpidyeshkoode	rupture
ebngishwaanmat	westerly
ekwaabde	broken
aadskaso	beached
aagneyendam	skeptical
aakshkadekaaza	feigning
biindgajgaaza	integrated
maazhma	unknown.word
aabdaan'gidoon	gabby
aabdaangzhe	employed
aabdewebza	noisy
aabdizi	utilized
aabdwewe	constant
aabdwewebza	noisy
aabdweweshin	ringing
aabiinzge	belittle
aabiinzge	belittle
aabiinzjige	defame
aabjibtoo	fleeing
aabjibza	mobile
aabjiibaa	resurrect
aabjinza	brawling
aabjitaa	persist
aabnaabi	retrospect
aabnaabndamaaza	cautious
aaboodaashi	capsize
aaboojbiza	inverted
aaboojdakiigwaashkni	somersault
aaboojdewese	flutter
aaboojgwaashkni	somersault
aabtoobii	semifull
aabtoogza	midmonth
aabtooshkne	semifull
aabtoowaabkizaawe	tipsy
aabtoowaabkizi	demilune
aabtoowaadzi	simple
aabtoozi	mixed
aabwaakji	thaw
aabziingshi	sleepless
aabziingweyaashi	invigorated
aabziishin	convalescent
aabziiwnaagzi	bettering
aabziiwshin	convalescent
aabziiwzi	convalescent
aabziiyendam	encouraged
aadaagmishin	stranded
aadaagneshin	snowbound
aadaakshin	locked
aadoowii	hitch
aadshibiishin	flooded
aadshin	stranded
aadsooke	mythic
aadwa'wii	hitch
aagde	vomit
aagmase	snowshoe
aagnetam	contradict
aagnetam	contradict
aagwaabiigbijge	enclose
aagwaadzi	distracted
aagwaajbiza	reckless
aagwiitoodaase	layered
aagwiitooknowe	layered
aagwiitoowaajma	unwitting
aagwiitoowaan'gidoon	repetitive
aagwiitoowaatesjige	rerun
aajbi'we	cornered
aajboowe	cornered
aajkin'ge	partition
aakde'e	valiant
aakmendam	vigilant
aakmizi	alert
aakoozde	sized
aakpogzi	intense
aakshkade	ail
aakwaadaan'gidoon	bluster
aakwaadendaagzi	menacing
aakwaadzi	severe
aakwaaji-zhiyaa	cranky
aakwaakza	stale
aakzi	ill
aakziikaaza	feigned
aakziiwaadzi	unwell
aakziiwnaagzi	sickly
aan'kege	extend
aan'keyaajma	embellish
aan'kinootmaage	interpret
aan'koobza	bound
aan'koopza	bound
aan'kooshin	connected
aand'amii	step
aandaabdesjige	shift
aandaajma	alter
aandaakmachge	reorganize
aandaaknige	rethink
aandaashi	navigate
aandbi	relocate
aandendam	reconsider
aandkii	migrate
aandkii'ge	transplant
aandshin	relocate
aandsijge	rearrange
aangwaadzi	rational
aangwaamzi	cautious
aangwizi	docile
aangzhe	employed
aangzhechge	recruit
aanjbiza	redirect
aanjdaabii	drag
aanjgimaake	vote
aanji-giisiwe	menstruate
aanjii	relocate
aanjiiwe	vacillate
aanjiiwenywi	redouble
aanjnaama	breathe
aanjpiza	bandage
aanjshin	relocate
aanjsijge	rearrange
aanjtwaa	convert
aanmendam	agitated
aanmenjge	troubled
aanmiweb'ogo	buffeted
aanmizi	distressed
aanmwewdam	lament
aanoodzi	covetous
aanshiitam	desist
aanwendaagzi	unsavory
aanwendiza	repent
aanwewzi	fail
aanwitmaa	weakened
aanwitoo	weakened
aanzendam	vacillate
aanzkonye	change
aanzweshe	deafened
aapdaanza	dyed
aapdaapi	convulse
aapdaasa	heatstroke
aapdagoojin	unreachable
aapdaji	perish
aapdakiise	drown
aapdanaandam	starve
aapdendi	depart
aapdingwaam	demise
aapdizna’ge	default
aapdwewe	malfunction
aapjibtoo	flee
aapjibza	vanish
aapjigaadebi	stuck
aapjigweweshkaa	stiff
aapjine	relieved
aapjishin	crash
aapzikooza	crushed
aasaabza	dazzled
aasdibepza	bandaged
aasdibepza	bandaged
aasht'oon'gii	transfer
aashta-boozi	transfer
aashtawgwaashkni	defect
aasnikepza	bandaged
aasninjiipza	bandaged
aasooke	mythic
aaspiza	bandaged
aasshin	lean
aaswaakdabi	rest
aaswaakgaabwi	support
aaswaaknamaakwii	grip
aaswaakshin	lean
aate'ge	extinguish
aatebjige	off
aatechge	off
aategdaaza	pacify
aatemogzi	dissipate
aatese	cease
aateshin	recover
aatesjige	off
aateyaanza	lighten
aateyaanzaawe	heal
aatwaajiise	upturn
aatwaajiishin	supine
aatwaashin	supine
aatwaayiingweshin	supine
aatwe	extinguished
aawendaagzi	perceived
aawi	identified
aawjidaabii	transport
aawjidaabiichge	teamster
aawsaabi	strabismic
aawsaabi	hallucinate
aawshkwe	haymaking
aawzabii	waterbearer
aayaabtawzi	mixed
aayaan'koobza	bound
aayaazhkwe	scream
aayaazhwe	scream
aazhda-boozi	transfer
aazhde	traverse
aazhdebza	overfly
aazhdwewdam	retort
aazhge	cross
aazhgidaabiigse	collapse
aazhgidaakdabi	recline
aazhgidgoojin	overturn
aazhgidkweni	tilt
aazhgidkweshin	reclined
aazhgidse	upend
aazhgidshin	supine
aazhgijbiza	somersault
aazhgijiingweshin	supine
aazhgise	somersault
aazhiiwzi	forebode
aazhoobza	stagger
aazhoogwaashkni	sidestep
aazhoowaak'ige	misbuttoned
aazhoowaakwige	misbuttoned
aazndibebza	portage
aazndibepza	portage
baabaasdeke	sunbathe
baabgose	detach
baabgwaadam	least
baabgwaashi	dislodged
baabgwegaashi	ripped
baabii	await
baabii'o	await
baabii'we	await
baabiichge	await
baabiidnagaakzidebi	solefacing
baabiidnagaakzideshin	solefacing
baabiidsachge	regurgitate
baabiimskogaa	whirl
baabooskninjii	dimpled
baabsishin	snug
baachgamza	overflow
baachgamzekwe	scalded
baagaakoge	splinting
baagaakw'ige	splinting
baagaakwige	splinting
baagdoone	swollen
baagdooskne	swollen
baaggidgwe	swollen
baagnagskwe	swollen
baagndibeshin	concuss
baagnige	strike
baagniishkwe	swollen
baagnike	swollen
baagninjii	swollen
baagshi	swelling
baakaabiignige	unveil
baakaaknige	unseal
baakdaaknige	irrevocable
baakdakmigzi	commence
baakdendam	resolute
baakdoonegoojin	agape
baakdoonengwaam	agape
baakdoonetaa	agape
baakjibza	irreversible
baakjiibjige	unwrap
baapaagaakbii	brimming
baapaagaakshkine	sated
baapaagjiishkaa	flatulent
baapaasdiiye-boogshkaa	broke
baapgone	revel
baapi	laugh
baapiitoobjige	splinter
baapiiwkizneshin	cleanse
baapiiwnige	depleted
baapnakzaawe	boisterous
baapnenmo	casual
baapnwewdam	boisterous
baapzhigiizhwe	jest
baapzhinaagzi	comical
baapzhitaagzi	jocular
baasa	arid
baasdeke	sunbathe
baashda'ge	leapfrog
baashdebii	spill
baashji-piitzi	superannuated
baashjibza	overshoot
baashjigmiza	spillover
baashjigwaashkni	leap
baashk'amaaza	sing
baashkaawe	emerge
baashkdagoojin	topple
baashkgondaagan	shout
baashkjiishin	burst
baashkjiishkaa	burst
baashkjiiza	ignite
baashkko'om	thunder
baashkwewdam	shout
baashkwewechge	play
baasiingwe	puffy
baaskaa	fracture
baaskooza	cracked
baasnaasa	air-dry
baasndibeshin	fracture
baasnikeshin	fracture
baasninjii	swollen
baasnoogneshin	fracture
baaszide	edematous
baataa-doodam	transgress
baataadyeshin	wedged
baataagaadeshin	trapped
baataajiishkweshin	mired
baataan'keshin	stuck
baataanjiishin	snagged
baataanjiishin	snagged
baataashin	immobilized
baataawaagneshin	snowbound
baataawaakji	icebound
baataawaandwe	stranded
baataawe	inform
baataazdeshin	trapped
baataazi	transgress
baatiini	plentiful
baazgiingweyaakjin	scratched
baazgobjige	scratch
baazgogaadewaakjin	scratched
baazgonjiishin	scratched
baazgonjiishin	scratched
baazgonjiiwaakjin	scratched
baazgwaakjin	scratched
baazhgwaadzi	strive
bakmaabgo	drift
baktendbe'ge	assault
bangiishengizi	scarce
bashkzhige	mow
bashkzi	bald
baskawe	shinny
bbaa-mshkikiiwe	forage
bbaa-nda-bezhgoogzhiiye	search
bbaa-nda-bzhikiiwe	search
bbaa-nikaa	trading
bbaa-wiijiiwe	accompany
bbaa-zhaa	visit
bbaagmaji	shiver
bbaagskidoonese	smack
bbaamaadgaa	swim
bbaamaadge	swim
bbaamaadzi	journey
bbaamaajma	circulate
bbaamaandwe	climb
bbaamaandwebtoo	scramble
bbaambatoo	run
bbaambiza	cruise
bbaambo'go	ride
bbaamdaabaan'go	drive
bbaamdaabaazo	haul
bbaamgaa	dance
bbaamkomii	skate
bbaamkozhwe	row
bbaamoode	crawl
bbaamse	stroll
bbaamwebshkige	cycle
bbaatiini	abundant
bbaatiino	abundant
bbagiigzi	flimsy
bbagzi	thin
bbashkbiigndibe	hairless
bbashkjiindbe	hairless
bbashkndibe	hairless
bbashkwebiigndibekza	shave
bbaskiibii	wriggle
bbaskwebiigndibe	hairless
bbiiwaabiiggaade	gaunt
bbiiwaabiignike	gaunt
bbiiwkawe	trace
bbiiwzhiinyi	petite
bbimse	amble
bbimweb'ogo	sail
bboonshi	hibernate
bchichge	err
bchinaajge	misfire
bdagnigo	sleep-paralysis
bdagshkam	brood
bdagwaakninjii	clenched
bdakaabiig'ige	radiant
bdakaabiigmo	radiant
bdakaakdabi	erect
bdakaakgaabwi	erect
bdakaakse	upright
bdakiig'ige	quilt
bdaknigo	nightmare
bdakshin	erect
bdakshkaa	deflect
bdakza	erect
bdangbiza	veer
bdangii	divert
bdangkwe'ge	steer
bdangwaanweni	retreat
bdangzideni	adapt
bdignigo	sleep-paralysis
bdikwaaktoo	thump
bdikwewebza	rumble
bebkaandaase	mismatch
bebkaanshin	separate
bedaadzi	deliberate
bedaagzi	frail
bedaanzhe	faint
bedaaskone	faint
bedaaskonwe	dim
bedwewe	soft-spoken
bedwewechge	subdued
begde	eructate
begdeshkone	eructate
bejbatoo	dawdle
bejbiza	crawl
bejiiwii	feeble
bejiiywii	feeble
bejnawzi	laggard
bejtaa	sluggish
bekaa-yaa	hush
bekaadendam	serene
bekaadzi	taciturn
bekaadzi	sluggish
bengbiigese	depleted
bengdin'ge	knead
bengnaagne	dry
bengsag'ige	dry
bengwaakji	desiccated
bengwaapkishin	air-dry
bengwaasjige	tumble-dry
bengza	desiccate
bengzhew'o	towel
beshaabiigmo	streak
beshaakbii'ge	ballot
beshbii'ge	mark
beshbii'ge	ballot
beshkbiigzi	banded
beshwaabminaagzi	impending
beshwinaagzi	proximate
beshwizi	expectant
beskaa	sluggish
beskaachge	behind
bezhgo	singular
bezhgoogaabwi	solitary
bezhgooshkiinzhgwe	cyclopean
bezhgooshkiinzhgweyaabi	monocular
bgamaabaawe	drenched
bgamaabkizaawe	intoxicated
bgamaagne	snowbound
bgamaakshkooza	laden
bgamaakwese	teetering
bgamaapi	mirthful
bgamaawza	convoy
bgambatoo	sprint
bgambii	tipsy
bgambiza	arrive
bgamdaabii	towing
bgamdema	weeping
bgamnaabaagwe	parched
bgamnaandam	famished
bgamse	trek
bgamse	trek
bgamshtigwe'ge	hammer
bgamwewebza	noisy
bgand'ige	thresh
bgandzi	foolish
bgashknani	decayed
bgaskdiiyeshin	tumble
bgaskiigaashi	buffeted
bgaskiingdibe'ge	smack
bgaskjiiyaabaawe	sodden
bgaskndibe'ge	smack
bgaskse	slap
bgaskshin	splat
bgidenjge	eulogize
bgidnaama	exhale
bgidnige	donate
bgidnise	fuel
bgidsabii	netting
bgidwaa	netting
bgidwaa	netting
bgijne	alleviated
bgiza	swim
bgizkaa	unwind
bgo'ge	patch
bgo'ge	patch
bgodoonzhe	illegitimate
bgodoonzhe	illegitimate
bgog'ige	excavate
bgojne	perish
bgonega'ge	excavate
bgonega'ge	excavate
bgonekjige	pierce
bgonekjige	pierce
bgonenaajge	excavate
bgonenaajge	excavate
bgoneshkaa	perforated
bgoneshkaa	perforated
bgoneyaakza	scorched
bgonezi	aperture
bgonezi	aperture
bgonezo	aperture
bgonezo	aperture
bgonjiishin	blistered
bgonjiishin	blistered
bgonjiishkaa	peel
bgonjiishkaa	peel
bgosendam	aspire
